n1	t	n2
déménager I.1	Métonymie	déménager I.2
déménager I.2	Métonymie	déménager II
miette I	Métaphore	miette II.1
miette I	Métaphore	miettes II.2
s’élever I	Métaphore	s’élever V
minuscule Adj I.1	Métonymie	minuscule Adj I.2
minuscule Adj I.1	Métaphore	minuscule Adj II
maîtresse I.1	Métonymie	maîtresse I.2
maîtresse I.1	Métonymie	maîtresse II
maîtresse I.1	Métaphore	maîtresse III
mutisme a	Métonymie	mutisme b
assommer I	Métaphore	assommer II
assommer I	Métaphore	assommer III
assommer I	Métaphore	assommer IV
loucherbem I	Métonymie	loucherbem II
atomes crochus I	Métaphore	atomes crochus II
tétons 1a	Extension	tétons 2
maître N I.1	Métonymie	maître N I.2
gourou I	Métaphore	gourou II
maître N I.2	Extension	maître N I.3
maître N I.1	Métaphore	maître N II.1
maître N II.1	Métaphore	maître N II.2
maître N I.1	Métaphore	maître N III.1
maître N III.1	Métaphore	maître N III.2a
maître N III.1	Métaphore	maître N IV.1
maître N III.2a	Métonymie	maître N III.2b
maître N III.2a	Métonymie	maître N III.3
maître N III.1	Métaphore	maître N IV.2
maître N I.2	Métaphore	maître N V
esclave N, masc I	Métaphore	esclave N, masc II
maîtresse I.1	Métaphore	maîtresse IV
bordel II.1	Métonymie	bordel II.2
bordel II.2	Métaphore	bordel II.3
bordel I	Métonymie	Bordel ! III
bordélique 1	Métonymie	bordélique 2
magnum I	Codérivation	magnum II.1
magnum II.1	Métonymie	magnum II.2
portée II.1	Extension	portée II.2
s’en aller I	Métaphore	s’en aller II
s’exciter I	Métaphore	s’exciter II
pour Prép I	Métaphore	pour Prép V
cœur I	Métaphore	cœur II.1
cœur II.1	Extension	cœur II.2
cœur I	Métaphore	cœur III.1
cœur III.1	Métonymie	cœur III.2
cœur I	Métaphore	cœur IV.1
cœur IV.1	Extension	cœur IV.2
onéreux I	Métaphore	onéreux II
boucher V I.1a	Causation	boucher V I.1b
cas 1	Extension	cas 2
terrain I.1	Métonymie	terrain I.2
champ 1 I.1	Métaphore	champ 1 II.1
parcelle I.1	Métonymie	parcelle I.2
parcelle I.2	Métaphore	parcelle II
amour I.1a	Métonymie	amour II.1
bien-aimé Adj I.1	Métaphore	bien-aimé Adj II
bien-aimé Adj I.1	Extension	bien-aimé Adj I.2
mal-aimé Adj a	Métonymie	mal-aimé Adj b
blaireau 1 I	Métonymie	blaireau 1 II
gibier a	Métonymie	gibier b
galérer 1	Extension	galérer 2
poisson d’avril 1	Métonymie	poisson d’avril 2
critique Adj 1	Métonymie	critique Adj 2
pour Prép I	Métaphore	pour Prép VI
combien I	Métaphore	combien II
comment I	Métaphore	comment II
comme I.1	Métaphore	comme V
comme I.1	Métaphore	comme IV
naturellement I	Métaphore	naturellement II
comme I.1	Métaphore	comme VI.1
comme I.1	Extension	comme II.2
dont 1	Extension	dont 2
comme I.1	Extension	comme III
comme I.1	Métaphore	comme VI.2
mensonge 1	Métonymie	mensonge 2
insignifiant 1	Métaphore	insignifiant 2
excentrique Adj I.2	Métaphore	excentrique Adj II.1
se heurter I	Métaphore	se heurter II
excentrique N, masc I	Codérivation	excentrique N, masc II
excentrique Adj I.1	Métonymie	excentrique Adj I.2
excentriquement I	Métaphore	excentriquement II
écartement I	Métonymie	écartement II
Lune I.1b	Extension	lune I.2
lune I.1a	Métaphore	lune III
bizarrerie 1	Métonymie	bizarrerie 2
extravagance 1	Métonymie	extravagance 2
extravagant Adj a	Métonymie	extravagant Adj b
singulier Adj I	Métonymie	singulier Adj II
particulier Adj 1	Métonymie	particulier Adj 2
générosité 1	Métonymie	générosité 2
lyrique 1	Métaphore	lyrique 2
objet I.1	Extension	objet I.2
objet I.1	Extension	objet I.3
objet I.1	Extension	objet I.4
objet I.1	Métaphore	objet II.1a
objet II.1a	Spécialisation	objet II.1b
objet II.1a	Extension	objet II.2a
objet II.2a	Extension	objet II.2b
objet II.2b	Extension	objet II.2c
objet II.1a	Extension	objet II.3a
objet II.3a	Spécialisation	objet II.3b
objet I.1	Métaphore	objet III
demi-pièce 1	Métonymie	demi-pièce 2
fibre I.1a	Spécialisation	fibre I.1b
question I	Métaphore	question II
problème II.1	Métaphore	problème II.2
champ 1 I.1	Métaphore	champ 1 V
morceau I.1a	Métonymie	morceau I.1c
cordialement I	Métonymie	cordialement II
nouveauté 1	Métonymie	nouveauté 2
ovni I	Métaphore	ovni II.1
ovni I	Métaphore	ovni II.2
invalide Adj I	Métaphore	invalide Adj II
valide I	Métaphore	valide II.a
majeur Adj I	Codérivation	majeur Adj II
majoritaire a	Métonymie	majoritaire b
mineur Adj I	Métaphore	mineur Adj II
prêt Adj 1	Extension	prêt Adj 2
mesure 1 I.1a	Métonymie	mesure 1 I.1b
mesure 2 1	Extension	mesure 2 2
mesure 1 I.1a	Métonymie	mesure 1 II
que Conj I	Extension	que Conj II
célébrer I.1	Métaphore	célébrer II
célébration I.1a	Métonymie	célébration I.1b
célébration I.1a	Extension	célébration I.2a
célébration I.1a	Codérivation	célébration II
plage arrière 1	Intersection	plage arrière 2
lait I.a	Métonymie	lait I.b
lait I.b	Métaphore	lait II
cosmétique N 1	Métonymie	cosmétique N 2
cosmétique Adj I.1a	Métonymie	cosmétique Adj I.1b
cosmétique Adj I.1b	Métonymie	cosmétique Adj I.2
cosmétique Adj I.2	Métonymie	cosmétique Adj II
court sur pattes I.1	Métaphore	court sur pattes II
mélangeur 1	Codérivation	mélangeur 2
mort N, fém I.1a	Métonymie	mort N, fém I.1b
sur I.1	Métaphore	sur II.1
folie I	Métaphore	folie II.1
normal I.1	Extension	normal I.2
descente I.1	Extension	descente I.2
descente I.1	Métaphore	descente II
évanouissement I	Métaphore	évanouissement II
mouton I.1	Métonymie	mouton I.2
mouton I.1	Métonymie	mouton I.3
mouton I.1	Métaphore	mouton III.1
rouleau I	Métaphore	rouleau II
mouton I.1	Métaphore	mouton II.1
mouton I.1	Métaphore	mouton II.2
mouton I.1	Métaphore	mouton II.3
mouton III.1	Métonymie	mouton III.2
mouton I.1	Métaphore	mouton V
mouton I.1	Métaphore	mouton VI
accéder I	Métaphore	accéder III
accéder I	Métaphore	accéder IV
s’accorder I	Métaphore	s’accorder III
accès II.1	Extension	accès II.2
excentrique Adj II.2	Extension	excentrique Adj I.1
valeur I.1	Métonymie	valeur II.1
occupé I.1	Extension	occupé I.2
excentricité 2 I.1a	Métaphore	excentricité 2 II
excentrique Adj II.1	Extension	excentrique Adj II.2
inédit I	Métaphore	inédit II
excentricité 1 I.1	Métaphore	excentricité 1 II.1
excentricité 2 I.1a	Métaphore	excentricité 2 I.2
curiosité I.1	Métonymie	curiosité II.a
lié I	Codérivation	lié II.a
lié II.a	Spécialisation	lié II.b
glaçon I.1	Extension	glaçon I.2
tendance I.1	Métaphore	tendance II
excentricité 1 II.1	Métonymie	excentricité 1 II.2
mode N, fém I.1a	Métonymie	mode N, fém I.2
mode N, fém I.1a	Métaphore	mode N, fém II
mode N, fém I.1a	Métonymie	mode N, fém I.1b
ordonnance I	Métaphore	ordonnance II
traitement II	Métaphore	traitement IV.1
traitement IV.1	Métonymie	traitement IV.2
traitement I	Métonymie	traitement III
fantaisie 1	Métonymie	fantaisie 2
semblablement a	Extension	semblablement b
clouer I	Métaphore	clouer II.1a
clouer I	Métaphore	clouer II.1b
clouer I	Métaphore	clouer II.2
pouvoir N I	Métaphore	pouvoir N IV
ego I.1	Métonymie	ego II
ego I.1	Spécialisation	ego I.2
bleu I.b	Métaphore	bleu II
briser I.1	Métaphore	briser II.2
briser I.1	Métaphore	briser II.1
Palatin N I	Métonymie	palatin N II
insolation I.1	Métonymie	insolation I.2
insolation I.1	Causation	insolation II
concurrence 1a	Spécialisation	concurrence 1b
concurrence 1b	Métonymie	concurrence 2
se moquer I	Métaphore	se moquer II
mettre les voiles I	Métaphore	mettre les voiles II
tuerie I	Métaphore	tuerie II
directeur Adj I	Codérivation	directeur Adj III
directeur Adj I	Codérivation	directeur Adj II
provoquer I	Métonymie	provoquer II
accessoire N 1	Métaphore	accessoire N 2
palet I	Métaphore	palet II
pétoire I.1	Métaphore	pétoire I.2
pic I.1	Extension	pic I.2
pic I.1	Métaphore	pic II
curiosité I.1	Métonymie	curiosité I.2
curiosité II.a	Métaphore	curiosité II.b
étrangeté I.1	Métonymie	étrangeté I.2
étrangeté I.1	Métonymie	étrangeté II
gentillesse 1	Métonymie	gentillesse 2
attention I.1	Métaphore	attention II
bonté 1	Métonymie	bonté 2
beauté I.1	Métonymie	beauté I.2
beauté II.1	Métonymie	beauté II.2
positif N I	Métaphore	positif N II
positif Adj I	Métaphore	positif Adj II
fausse route I	Métaphore	fausse route III
macaroni I	Métaphore	macaroni II.a
macaroni II.a	Extension	macaroni II.b
rareté II.1	Métonymie	rareté II.2
rechange 1	Métonymie	rechange 2
à droite et à gauche I	Métaphore	à droite et à gauche II
justesse I.1	Extension	justesse I.2
folie II.1	Métonymie	folie II.2
bas Adj I.1	Métaphore	bas Adj III.1
recul I.1	Extension	recul I.2
recul I.1	Métaphore	recul II
recul I.1	Métaphore	recul III
retourner II	Métaphore	retourner III
méchant Adj I.a	Métonymie	méchant Adj I.b
désagréable I	Extension	désagréable II
méchanceté 1	Métonymie	méchanceté 2a
méchanceté 2a	Métonymie	méchanceté 2b
vacherie II.a	Métonymie	vacherie II.b
diplôme I	Métonymie	diplôme II
se débarrasser I	Métaphore	se débarrasser II
sujet N I.1	Extension	sujet N I.2
sujet N I.2	Métaphore	sujet N II.1b
sujet N I.1	Extension	sujet N II.2
sujet N II.2	Extension	sujet N II.3
sujet N I.1	Métaphore	sujet N I.3
jeter l’éponge I	Métaphore	jeter l’éponge II
rêver I	Métaphore	rêver II
onirique 1	Extension	onirique 2
chargé I	Métaphore	chargé III
surchargé I	Métaphore	surchargé II
mal Adj II.1	Extension	mal Adj II.2
mont I	Métaphore	mont II
effacer I	Métaphore	effacer II
balayer I.1a	Métaphore	balayer II.2
poudre I.1	Métonymie	poudre II
pouvoir V I.1a	Extension	pouvoir V I.2
susceptible I	Intersection	susceptible II
Un [X] peut en cacher un autre. I	Métaphore	Un [X] peut en cacher un autre. II
surprise I	Métonymie	surprise II
juste Adv II.1	Extension	juste Adv II.2
vous 1	Intersection	vous 2
casser les oreilles I	Métaphore	casser les oreilles II
baiser V I	Métaphore	baiser V II
baiser V II	Métaphore	baiser V III
soupe au lait II.a	Métonymie	soupe au lait II.b
à propos 1	Extension	à propos 2
gros Adj I	Métonymie	grosse Adj II
obèse N a	Spécialisation	obèse N b
soupière a	Métonymie	soupière b
jeu I	Extension	jeu II.1
jeu I	Métaphore	jeu IV.a
jeu V	Métaphore	jeu VI
neige I.1	Métaphore	neige II
neige I.1	Métaphore	neige III
neige I.1	Métonymie	neiges I.2
bâtiment I.1	Métonymie	bâtiment I.2
haro 1	Métonymie	haro 2
destruction I	Métonymie	destruction II
détruire I.1	Conversion	détruire I.2
détruire I.1	Métaphore	détruire II
détruire I.1	Métaphore	détruire III
éclaircissement I	Métaphore	éclaircissement II
accuser le coup I.1	Extension	accuser le coup I.2
se remettre I	Métaphore	se remettre II
accuser le coup I.2	Intersection	accuser le coup II
encaisser I	Métaphore	encaisser II
changer I.1	Causation	changer II.1
changer II.1	Métaphore	changer IV
perdre les pédales I	Intersection	perdre les pédales II
sujet N II.2	Métaphore	sujet N III
sujet N II.2	Métaphore	sujet N IV
sur le coup 1	Métonymie	sur le coup 2
à I.1	Métonymie	à I.2
à I.1	Métonymie	à I.3
à I.1	Métaphore	à I.4
à I.2	Métonymie	à II.1
malhonnête 1	Métonymie	malhonnête 2
malhonnêteté 1	Métonymie	malhonnêteté 2
protestataire Adj 1	Métonymie	protestataire Adj 2
contestataire Adj 1	Métonymie	contestataire Adj 2
scientifique Adj I	Métonymie	scientifique Adj II
occupé IV.1	Extension	occupé IV.2
rigoureux I.1	Métaphore	rigoureux II
rigoureux I.1	Métonymie	rigoureux I.2
sévère I.1	Métonymie	sévère I.2
devancer I	Métaphore	devancer II.2
occupé I.1	Métaphore	occupé II.1
occupé II.1	Extension	occupé II.2
occupé I.1	Métaphore	occupé III
occupé I.1	Métaphore	occupé IV.1
viril I	Métaphore	viril II
trouver chaussure à son pied I	Extension	trouver chaussure à son pied II
Mais que fait la police ? I	Métaphore	Mais que fait la police ? II
louer 1 I.1	Métonymie	louer 1 II
location 1a	Métonymie	location 2
location 1a	Métonymie	location 1b
finalement I	Métaphore	finalement II
au fond I	Métaphore	au fond II
pas loin I	Métaphore	pas loin II
au nom I	Métaphore	au nom II
au gré I	Métaphore	au gré II
interpeler I	Métaphore	interpeler II.1
interpeler II.1	Causation	interpeler II.2
interpeler I	Métaphore	interpeler III
locatif 1	Métonymie	locatif 2
louer 1 I.1	Conversion	louer 1 I.2
contenter I	Métaphore	contenter II
régime 1 I.1	Métaphore	régime 1 II.1
régime 1 I.1	Métaphore	régime 1 IV
grappe a	Spécialisation	grappe b
raisin a	Métonymie	raisin b
symptôme I	Métaphore	symptôme II
manifestation I	Métaphore	manifestation III
symptomatique I.1	Métonymie	symptomatique I.3
symptomatique I.1	Métaphore	symptomatique II
symptomatique I.1	Codérivation	symptomatique I.2
symptomatiquement I.1	Codérivation	symptomatiquement I.2
symptomatiquement I.1	Codérivation	symptomatiquement II
anticiper II.1	Métonymie	anticiper II.2
anticipation I	Métonymie	anticipation II
démission I	Métaphore	démission II
oubli I.1	Métonymie	oubli I.2
oubli I.1	Métaphore	oubli II
reconnaissance I.1	Métonymie	reconnaissance I.2
reconnaissance I.1	Métonymie	reconnaissance II
licencié N I	Extension	licencié N II
licenciée I	Extension	licenciée II
rampement a	Métaphore	rampement b
précipitation I	Métonymie	précipitation II
déchirer I	Métaphore	déchirer II.3
trottiner 1	Métaphore	trottiner 2
trottinement 1	Métaphore	trottinement 2
saut I.1	Métaphore	saut I.2
saut I.1	Métaphore	saut II
cheminer I	Métaphore	cheminer II
cheminement I	Métaphore	cheminement II
défiler I.1	Métaphore	défiler I.2
défilé I	Métaphore	défilé II
défiler I.1	Métaphore	défiler II
divaguer I	Métaphore	divaguer II.1
divaguer II.1	Métonymie	divaguer II.2
divagation I	Métaphore	divagation II.1
divagation II.1	Métonymie	divagation II.2
menaçant I.1	Métonymie	menaçant I.2
menaçant I.1	Métaphore	menaçant II
menaçant I.1	Métaphore	menaçant III
attaquer I.1	Métonymie	attaquer I.2
foyer II.3a	Spécialisation	foyer II.3b
formuler I	Métaphore	formuler II.1
formuler II.1	Extension	formuler II.2
formule I	Métaphore	formule II
carton I	Métonymie	carton III
comparer 1	Extension	comparer 3
comparer 1	Extension	comparer 2a
comparer 2a	Extension	comparer 2b
bilan I.2	Spécialisation	bilan I.4
bilan I.1	Extension	bilan I.2
bilan I.1	Métaphore	bilan III
bilan I.1	Métaphore	bilan II
encadrer I.1a	Résultat	encadrer I.1b
encadrer IV.a	Résultat	encadrer IV.b
encadrer I.1a	Extension	encadrer II.1a
encadrer II.1a	Résultat	encadrer II.1b
encadrer I.1b	Métaphore	encadrer III
foyer II.3a	Extension	foyer II.4
foyer II.1a	Métonymie	foyer II.1b
foyer II.1a	Extension	foyer II.2
expression III	Métaphore	expression IV
lentilles I.1	Métonymie	lentilles I.2
foyer III.1a	Spécialisation	foyer III.1b
foyer II.1a	Métaphore	foyer III.2
foyer Ia	Extension	foyer III.1a
bifteck I	Métaphore	bifteck II
détaillé 1	Extension	détaillé 2
bilan I.2	Spécialisation	bilan I.3
poursuivre I.1	Métaphore	poursuivre III
coller aux fesses I	Intersection	coller aux fesses II
sens 1 I	Métaphore	sens 1 II
sens 3 1a	Spécialisation	sens 3 1b
foot 1	Métonymie	foot 2
boiter I	Métaphore	boiter II.1
boiter II.1	Métaphore	boiter II.2
bancal I	Métaphore	bancal II
marcher I.1a	Extension	marcher I.1b
marcher I.1a	Métonymie	marcher I.2
marcher I.1a	Métonymie	marcher I.3
marcher I.1a	Métaphore	marcher II
marcher I.1a	Métaphore	marcher III
marcher I.1a	Métaphore	marcher IV
marcher I.1a	Métaphore	marcher V.1
marcher V.1	Métonymie	marcher V.2
marcher I.1a	Métaphore	marcher VI.1a
marcher VI.1a	Métonymie	marcher VI.1b
marcher VI.1a	Métonymie	marcher VI.2
marcher V.1	Métaphore	marcher V.3
marcher VI.1a	Métaphore	marcher VII
marche 1 I.1a	Métonymie	marche 1 I.1b
marche 1 I.1a	Métonymie	marche 1 I.3a
marche 1 I.3a	Métonymie	marche 1 I.3b
marche 1 I.1a	Métaphore	marche 1 I.2
marche 1 I.3a	Métonymie	marche 1 I.3c
marche 1 I.3a	Métonymie	marche 1 I.4
marche 1 I.1a	Métaphore	marche 1 II.1
marche 1 I.1a	Métaphore	marche 1 II.2
marche 1 I.1a	Métaphore	marche 1 III.1
marche 1 III.1	Métaphore	marche 1 III.2
marche 1 III.1	Métaphore	marche 1 III.3
sens 1 III.1	Extension	sens 1 III.2
sens 2 I	Métaphore	sens 2 II.1
sens 2 I	Métaphore	sens 2 II.2
soleil I.a	Spécialisation	Soleil I.b
arrondir les angles 1	Extension	arrondir les angles 2
foyer II.1a	Extension	foyer II.3a
tripoter I	Métonymie	tripoter II
foyer Ia	Spécialisation	foyer Ib
abonder I	Intersection	abonder II
éclipser I	Métaphore	éclipser II
médiéval Adj 1	Métonymie	médiéval Adj 2
balancer I	Métaphore	balancer II
articulation 1 I.1.a	Spécialisation	articulation 1 I.2
champ 1 IV.1a	Métaphore	champ 1 IV.2
au chaud I	Métaphore	au chaud II
à l’abri III.1	Extension	à l’abri III.2
menacé I	Métaphore	menacé II
accuser III.1	Extension	accuser III.2a
articulation 1 I.1.a	Métaphore	articulation 1 III
articulation 1 II.1	Spécialisation	articulation 1 II.2
articulation 1 I.1.a	Métaphore	articulation 1 II.1
roulement I	Métaphore	roulement II.1
glissement I.1	Métaphore	glissement I.2
glissement I.2	Métaphore	glissement II
chauffer 1	Causation	chauffer 2
louvoyer I.1	Métaphore	louvoyer I.2
louvoyer I.1	Métaphore	louvoyer II
zigzaguer I	Métonymie	zigzaguer II
chose I.1	Métaphore	chose II
obsédé N 1	Extension	obsédé N 2
serrer les dents I	Métaphore	serrer les dents II
page N, fém 2a	Métonymie	page N, fém 2b
articulateur 2 1	Extension	articulateur 2 2
prononciation I	Métonymie	prononciation II
s’articuler I.1	Spécialisation	s’articuler I.2
s’articuler I.2	Métaphore	s’articuler II
articuler 1 I	Métaphore	articuler 1 II.1
articuler 1 II.1	Spécialisation	articuler 1 II.2
articuler 1 I	Métaphore	articuler 1 III
serrer les fesses I	Métaphore	serrer les fesses II
habillé 1	Extension	habillé 2
oral N I	Métonymie	oral N II
écrit N I	Métonymie	écrit N II
opération I.1a	Intersection	opération I.2
opération I.1a	Extension	opération I.1b
opération I.1a	Extension	opération I.1c
articulation 2 I	Métonymie	articulation 2 II
miraculeusement 1	Extension	miraculeusement 2
miracle 1	Extension	miracle 2
galeux 1	Extension	galeux 2
rater III	Métaphore	rater IV
perspective I	Métaphore	perspective II
avoir la peau I	Métaphore	avoir la peau II
soirée I	Métonymie	soirée II
égard 1	Extension	égards 2
égard 1	Résultat	égard 3
côté I.1	Métaphore	côté II.1
côté II.1	Extension	côté II.2
flanc I	Métaphore	flanc II
dans la foulée I	Métaphore	dans la foulée II
amoureux N I	Métaphore	amoureux N II
croiser I.1	Causation	croiser I.2
couper I.1b	Métaphore	couper III
soutenir I	Métaphore	soutenir II
amoureuse I	Métaphore	amoureuse II
fou Adj I	Métaphore	fou Adj V
amoureux Adj I.1	Métaphore	amoureux Adj II
passionnée I	Métaphore	passionnée II
passionné N I	Métaphore	passionné N II
depuis I.1a	Extension	depuis I.1b
depuis I.1a	Extension	depuis I.2
depuis I.1a	Métaphore	depuis II
renouveler 1	Extension	renouveler 2
renouveler 1	Extension	renouveler 3
renouvellement 1	Extension	renouvellement 2
extension I.1	Métaphore	extension II
renouvellement 1	Extension	renouvellement 3
champ 1 I.1	Extension	champ 1 I.4
prestation 1	Métonymie	prestation 2
champ 1 IV.1a	Extension	champ 1 IV.1b
écologique I.1	Métaphore	écologique II
vision I.2	Métaphore	vision II
vision I.2	Métaphore	vision III
champ 1 I.1	Métaphore	champ 1 VI
articuler 2 a	Spécialisation	articuler 2 b
enjôler a	Conversion	enjôler b
enjôleur Adj a	Codérivation	enjôleur Adj b
incolore II.1	Métonymie	incolore II.2
incolore I	Métaphore	incolore II.1
clouer le bec 1	Extension	clouer le bec 2
soleil II.1	Métaphore	soleil II.3
bourlinguer I	Métaphore	bourlinguer II
voyager I	Métaphore	voyager II
incarner 1	Métonymie	incarner 2
champ 1 II.1	Métaphore	champ 1 II.2
terrain II	Métaphore	terrain III
tête dure 1	Métonymie	tête dure 2
champ 1 IV.1a	Métaphore	champ 1 IV.3
distinct I	Métaphore	distinct II
chaleureux 1	Métonymie	chaleureux 2
à froid I	Métaphore	à froid II
réfrigérant I	Métaphore	réfrigérant II
seulement 1	Métaphore	seulement 2
accuser I.1	Métaphore	accuser III.1
s’agir 1	Extension	s’agir 2
renard I	Métonymie	remard II
terrier I	Métonymie	terrier II
couloir 1	Extension	couloir 2
collection I.a	Métaphore	collection III
collection I.a	Métaphore	collection IV
tourner I.1	Métaphore	tourner VI
navet I	Métaphore	navet II
dégrader I	Métaphore	dégrader III
articulation 1 I.1.a	Extension	articulation 1 I.1.b
dégrader I	Métaphore	dégrader II
se dégrader I	Métaphore	se dégrader II
dégradation I.a	Causation	dégradation I.b
anorexique Adj 1a	Métonymie	anorexique Adj 1b
net Adj III.1	Métaphore	net Adj III.2
flou Adj I	Métaphore	flou Adj II
déformé I	Métaphore	déformé II
réparer I	Métaphore	réparer II
juteux I.1	Métaphore	juteux I.2
sec Adj I	Métaphore	sec Adj II.1
juteux I.1	Métaphore	juteux II
ébahi a	Métonymie	ébahi b
position I	Métonymie	position II
anneau a	Métonymie	anneau b
gamelle I	Métaphore	gamelle II
anorexique N a	Spécialisation	anorexique N b
anorexique Adj 1a	Extension	anorexique Adj 2
revenir I	Métaphore	revenir V.1
revenir V.1	Résultat	revenir V.2
revenir I	Métaphore	revenir IV
caméléon II.a	Métonymie	caméléon II.b
boulimie I	Métaphore	boulimie II
boulimique N a	Spécialisation	boulimique N b
boulimique Adj I.a	Métonymie	boulimique Adj I.b
boulimique Adj I.a	Codérivation	boulimique Adj II.a
boulimique Adj II.a	Métonymie	boulimique Adj II.b
asseoir II	Métaphore	asseoir III
fonder I.1	Métaphore	fonder II
basé I	Métaphore	basé II
fondé I	Métaphore	fondé II.1
fondé II.1	Extension	fondé II.2
assis I.1a	Extension	assis I.1b
assis I.1a	Métonymie	assis I.2
assis I.1a	Métaphore	assis II
assis I.1a	Métaphore	assis III.1a
assis III.1a	Extension	assis III.1b
assis III.1a	Extension	assis III.2
assise I	Métaphore	assise II
assise I	Métonymie	assises III
trésor I.1b	Métonymie	trésor I.2
trésor I.1a	Métonymie	trésor I.1b
trésor I.1a	Métaphore	trésor III.1
trésor I.1a	Métaphore	trésor III.2
merveille 1	Extension	merveille 2
trésor I.2	Métaphore	trésor IV.1
trésor I.2	Métaphore	trésors IV.2
trésor I.1b	Métaphore	trésor I.3
trésor I.1a	Métaphore	trésor II
plein Adj I.1	Métaphore	plein Adj II
gros Adj I	Métaphore	gros Adj III.1
gros Adj III.1	Extension	gros Adj III.2
gros Adj III.1	Métaphore	gros Adj IV.1
gros Adj I	Métaphore	gros Adj IV.2
gros Adj III.1	Métaphore	gros Adj VI
gros Adj I	Métaphore	gros Adj V.1
gros Adj V.1	Extension	gros Adj V.2
buffet I	Métaphore	buffet II.1
buffet II.1	Métonymie	buffet II.2
boucle III	Métaphore	boucle IV
compensation I.1	Extension	compensation II
compensation I.1	Métonymie	compensation I.2
brasserie I	Métonymie	brasserie II
garçon II.1	Extension	garçon II.2
couronne I	Métaphore	couronne II
réserve I.2	Métaphore	réserve II
aire I	Métonymie	aire II
aire de jeux I	Métonymie	aire de jeux II
infiniment I	Métaphore	infiniment II
bar 1 I	Métonymie	bar 1 II
comptoir I.1a	Spécialisation	comptoir I.1b
comptoir I.1a	Métaphore	comptoir I.2
comptoir I.1a	Métaphore	comptoir II
haut sur pattes I.1	Extension	haut sur pattes I.2
haut sur pattes I.1	Métaphore	haut sur pattes II
champ 1 I.1	Généralisation	champ 1 I.2
champ 1 I.2	Métonymie	champ 1 I.3
parterre II.1	Métaphore	parterre II.3
parterre III.1a	Métonymie	parterre III.1b
parterre III.1b	Généralisation	parterre III.2
parterre I	Métaphore	parterre II.1
parterre I	Métaphore	parterre III.1a
parterre II.1	Métaphore	parterre II.2
encadrer III	Métaphore	encadrer V
encadrer III	Métaphore	encadrer IV.a
encadrer V	Métaphore	encadrer VI.1
entourer 1	Résultat	entourer 2
entourer 2	Extension	entourer 3
entourer 4	Spécialisation	entourer 5
rapprocher 1	Métaphore	rapprocher 2
rapprocher 1	Métaphore	rapprocher 3
combler I	Métaphore	combler II.2
couvrir I	Métaphore	couvrir III
entourer 1	Métaphore	entourer 4
simplifier 1	Spécialisation	simplifier 2
fraction 1	Spécialisation	fraction 2
simplification 1	Spécialisation	simplification 2
mesure 1 III.1	Métonymie	mesure 1 III.2
comme I.1	Extension	comme I.2
surface I.1a	Métonymie	surface II
filer un mauvais coton I	Métaphore	filer un mauvais coton II
abandonner I.2a	Extension	abandonner I.2b
routine a	Métonymie	routine b
franc Adj 1 I.1	Métaphore	franc Adj 1 IV
franc Adj 1 IV	Métaphore	franc Adj 1 V
se déplacer I.1	Extension	se déplacer I.2a
se déplacer I.2a	Extension	se déplacer I.2b
se déplacer I.2a	Extension	se déplacer I.2c
se déplacer I.2a	Métaphore	se déplacer I.2d
se déplacer I.2a	Métaphore	se déplacer IV
se déplacer I.1	Métaphore	se déplacer II.1
se déplacer II.1	Causation	se déplacer II.2
se déplacer I.1	Métaphore	se déplacer III
se déplacer I.1	Métaphore	se déplacer V
bouger I.1	Extension	bouger I.2a
planche I.1	Métonymie	planche I.2
dans I.1	Métaphore	dans I.2
dans I.1	Métaphore	dans I.3
dans I.1	Métaphore	dans I.4
dans I.1	Métaphore	dans II.1
dans II.1	Généralisation	dans II.2
dans II.2	Extension	dans II.3
dans II.1	Métaphore	dans III.1
dans III.1	Métonymie	dans III.2
en Prép I	Métaphore	en Prép II.a
en Prép II.a	Grammaticalisation	en Prép II.b
en Prép I	Métaphore	en Prép III.1
en Prép III.1	Métaphore	en Prép III.2
en Prép I	Métaphore	en Prép IV.1
en Prép IV.1	Extension	en Prép IV.2
en Prép IV.2	Extension	en Prép IV.3
en Prép I	Métaphore	en Prép V.1
en Prép V.1	Métonymie	en Prép V.2
botter les fesses I	Métaphore	botter les fesses II
botter les fesses I	Métaphore	botter les fesses III
prêcher I.1	Extension	prêcher I.2
prêcher I.1	Métaphore	prêcher II
lune I.1a	Spécialisation	Lune I.1b
croissant I	Métaphore	croissant II
lune I.1a	Métonymie	lune II.1
lune I.1a	Métonymie	lune II.2
lourd I.1	Métaphore	lourd I.2
lourd I.1	Métaphore	lourd II.1
lourd I.1	Métaphore	lourd II.2
lourd I.1	Métaphore	lourd III.1
lourd I.1	Métaphore	lourd III.2
lourd I.1	Métaphore	lourd III.3
lourd I.1	Métaphore	lourd III.4a
lourd I.1	Métaphore	lourd III.4b
lourd I.1	Métaphore	lourd IV.1
lourd I.1	Métaphore	lourd IV.2
lourd I.1	Métaphore	lourd IV.3
soleil I.a	Métaphore	soleil III
se bousculer I	Métaphore	se bousculer II.1
se bousculer II.1	Extension	se bousculer II.2
crépuscule I	Métaphore	crépuscule II
lacté 1	Métaphore	lacté 2
monter I.1a	Causation	monter III.1
avalanche I.1	Extension	avalanche I.2
avalanche I.1	Métaphore	avalanche II
comparaison 1	Extension	comparaison 2
comparer 1	Extension	comparer 4
